,tf_idf,word
39246,172.0212350417851,ve
34735,170.71378290117303,stay
22574,170.3300263142086,low
15269,168.72494901381765,game
19575,167.28061055553812,issued
4911,166.44840993840253,before
26428,166.10867199173515,ok
21732,166.09093129129144,let
13070,165.61345928720556,everyone
40391,163.04016811711463,west
39703,162.60278366797618,wait
28927,161.9012502663648,pretty
3616,160.40063912044891,around
25508,158.8001356967695,news
33563,158.47135954091655,smh
39809,156.8525581832223,wanna
11090,156.02216557103552,did
31338,155.33979160608638,run
15055,154.56852377147706,fun
151,154.2182621874129,0mph
40682,153.08605360001934,who
4845,152.3950632331297,because
19372,152.35844150885825,into
32891,151.84902256459864,showers
22314,150.62704470724117,long
4745,150.20610004381953,beach
22346,150.16230720922286,look
16768,150.15982955487368,hail
7740,149.51613354309103,chance
17144,147.17886075547213,having
13989,147.00161493911537,first
41742,146.76044610146621,yeah
24390,146.46023972063318,monday
16069,146.2164430502388,gorgeous
3053,146.18693411687795,amazing
41812,146.1112040339901,yes
37028,146.00438151295674,though
12185,144.81107328529956,east
16733,142.47175481661475,haha
35677,142.38332069584433,sure
22093,141.82413787908123,live
3539,141.21916139346493,area
10037,140.9908372464162,current
5096,140.86159255564246,best
36489,140.8082416132847,temp
24596,140.11188049395187,mostly
4079,139.62063440359,away
7872,139.21389941883638,check
14946,139.0426217931104,fucking
40372,138.9494361095774,were
16538,138.30343400895256,gt
39962,136.0186587897695,watching
36611,135.73345184608928,texas
20551,135.3075877242714,keep
41753,134.9689528013825,year
4941,134.8157722432922,being
3339,134.687630969417,any
35323,134.66222609580808,sucks
1434,133.93239423370787,54
5396,133.65791140387253,bit
2498,132.489823812877,af
8494,132.32859539347555,clouds
10655,132.12746863974982,degree
1359,131.66874849374696,50
2984,131.59997029513352,already
31595,131.48339569096512,san
25456,131.394512809624,never
41341,131.3885595042851,wow
36655,131.05869841568122,thank
36846,130.95562430537007,these
8760,130.6920305958356,com
13797,129.82562382670523,few
12306,129.3515814457925,edt
22515,129.08055375600057,lovely
1407,128.14790466276963,52
616,127.49684631529821,2011
20760,127.37652930412871,kinda
6394,127.23467605037517,bring
28505,126.92463501549439,pool
38548,126.71455224339145,ugh
34676,126.25229530846183,start
39747,125.98523179933443,walk
399,125.48524964929605,15
1544,125.31957368802823,60
33405,125.24900508103096,sleep
36899,125.14802619855668,thing
31754,124.77165561264025,say
41292,124.60165382966747,world
15863,123.6070382416013,god
15730,123.37102485233807,glad
4860,123.26124659756755,bed
17209,123.1236174445441,he
34112,123.10400019895691,southeast
40908,123.07999671161295,winds
1532,122.43517553931981,5mph
40617,122.18680268067175,while
11980,121.86492716562144,due
41581,121.34863200242438,xb0
2676,121.29017034138582,air
40961,121.24601405844763,winter
35659,120.76424457532508,supposed
32351,120.30610979052064,service
25191,120.17546118270009,national
20172,119.85702881738713,joplin
26167,119.81926854021216,nws
21570,119.54236898706812,least
23385,119.52130912837404,maybe
39363,119.25290456422246,via
25290,119.18067747209793,near
41453,118.88201253604205,wtf
24609,118.6646250519193,mother
11501,118.45874595572982,doing
40423,118.34501316331955,wet
27349,118.25794434605903,park
1947,116.82571876008197,8mph
16103,116.0657685832424,gotta
33989,115.8291095359059,soon
12615,115.67025007458798,end
1740,115.51565036409568,75
31885,115.19390411095031,school
6110,115.12470319218778,bout
7750,114.43243305356239,change
5232,114.1715322035977,big
41840,114.14517717548446,yesterday
22957,113.04979063835876,making
38704,112.86578999581796,under
21857,112.28826442704603,life
25972,112.21833273304458,nothing
7769,112.20023306805832,channel
7977,111.8053776456966,chicago
17720,111.66382109012676,hit
27401,110.65174715307533,partly
35300,109.80302317245508,such
1393,109.56918603002335,51
156,109.24139911701032,100
1448,109.00157749851768,55
33930,108.50214815292358,something
7304,108.4188066350762,car
41844,108.30388472327596,yet
14213,108.18768384251882,florida
32120,108.11043950149461,seattle
9002,107.93357349952497,conditions
34134,107.70336823806389,southwest
33279,107.59641539853105,skies
13622,107.07604266684336,fb
10150,106.27281468176156,da
13041,106.2412076930554,evening
468,106.1709262338352,18
23925,106.09789129063076,might
12064,105.38211939468027,during
15564,104.80920161795004,gets
32829,104.48320905396066,shorts
34945,104.26952307712445,stop
32104,104.02284805265523,season
16780,103.98031759394785,hair
344,103.97779984730337,13
39974,103.94505482463586,water
13414,103.91635440223187,fair
1884,103.39489378047212,85
11478,103.17620330193127,doesn
31124,102.93654292795884,room
19216,102.91730705891176,inside
13701,102.58967925512896,feeling
24124,102.58828827882634,miss
40116,102.53330406446732,wear
32991,102.50421557513255,sick
39859,101.93789537534353,warmer
26701,101.31655126882448,open
26540,101.17910540150413,omg
13052,101.00465028249123,ever
11916,100.75511288043509,dry
11477,100.67194869357925,does
581,100.52446449233825,1mph
24936,100.35762545644705,must
12152,99.6416101952559,early
40366,99.60114133839302,went
36999,99.46342506158338,tho
24700,99.42749810191572,moving
36790,99.0339701258546,them
30804,98.32594429275204,ride
5351,98.31875399153236,bipolar
17555,98.18441148563556,hey
2947,98.12297750842909,almost
31471,98.07813172971265,safe
1706,97.77143570195722,72
32561,97.51397862255487,she
595,97.25715468320604,20
17996,97.10402339932581,hopefully
17400,96.6756354977171,hello
31573,96.67378978496106,same
41700,96.31908648083962,yay
28631,96.31533379057002,possible
28243,96.0879046988215,play
9944,95.9761266197044,cuddle
11095,95.57956806794398,didn
11553,94.87669353027177,done
37022,94.78735935060105,those
31764,94.7751368328603,says
39256,94.5154070517898,vegas
19558,94.45571555475128,isn
39397,94.38911797618606,video
29996,94.27673583031996,real
13062,93.40520032561975,every
16576,93.06339941675235,guess
30507,92.99575117034604,report
1240,92.92556758727441,45
39708,92.8802230436814,waiting
8363,92.84987969948871,clear
35605,92.74219670782233,super
18006,92.68014086786006,hoping
1165,92.61309123375796,40
22826,92.49059007437623,made
33212,92.1132596849662,sitting
2358,92.05899087033897,actually
38442,91.87501725226724,two
2053,91.84243163689621,9mph
41633,91.25124787864573,ya
38211,91.12356744707255,tuesday
14788,91.11490615643342,friends
1669,90.95245574760935,6mph
91,90.56816778853897,05
29401,90.42760002119059,put
20759,89.89754546448255,kind
31494,88.21929384208062,said
36905,88.18692392075917,things
37030,87.59767792344228,thought
37340,87.5805644699833,tired
1579,87.33466801308813,62
28262,87.08159490918325,playing
24269,86.79038161755972,mo
24595,86.72699891197155,most
33137,86.59949501850528,since
40125,86.49324949549876,wearing
21239,86.38179427198729,lake
41268,86.35141961089663,working
17428,86.12192981799174,help
21399,86.07012921911762,later
33012,85.91072715762893,side
12715,85.75326118510091,enough
35207,85.38759991244686,stupid
18291,84.98215656201488,humid
1612,84.73237228955306,65
34082,84.54921051617919,sounds
21916,84.4650015317245,lightning
11571,83.95340630153937,dont
21394,83.63800116723908,late
38916,83.12115334849598,update
1331,83.02111484897875,4mph
17224,83.01252456247451,heading
22160,82.67753026940717,lmao
13240,82.51450378612758,expiring
37169,82.36971907277513,thursday
33323,82.3399602071067,sky
18140,81.97889971544066,hour
24474,81.46124671649228,mood
7524,81.43375986356477,cause
15945,81.40169290476537,gone
5274,81.24989033382012,bike
31351,80.93225055127118,running
25338,80.8540865180234,needs
41167,80.83115688378835,wonderful
32876,80.78840195547598,show
1642,80.67173522052296,68
2669,80.47070720355678,ain
24004,80.14038078392731,mind
29865,80.12712087329031,rapture
10516,79.93296424244164,dear
21158,79.91622477223558,la
26454,79.55299423107829,oklahoma
17476,79.31007461865468,her
25894,79.19502652400043,northwest
36777,78.80910042591195,their
36476,78.79630675370338,tell
38144,78.7646898311525,trying
1761,78.5515974070261,77
13964,78.33950325267116,fire
17250,78.28525042072744,hear
16985,78.17549720579164,hard
18507,78.15261833614832,ice
14943,78.12927712122743,fuckin
3328,78.09394536692405,antonio
913,77.75626132568402,2mph
34702,77.69410716571896,state
23875,77.59278098304088,mid
37660,77.47850728540764,tornadoes
1718,77.47383621200673,73
29971,77.33742229623394,read
5617,77.08349220508121,blizzard
17211,76.9690956702664,head
14187,76.80356179819543,flood
7644,76.71696362338467,central
18143,76.6870244889465,hours
1847,76.58511619154461,81
1855,76.28037632675169,82
13505,76.23451573005153,far
10341,76.07488773010414,dark
1645,75.95513679714277,69
28183,75.92373797214991,place
1753,75.82327793553408,76
40247,75.80843393146839,wednesday
2009,75.6782141021139,95
15805,75.56042955358998,gloomy
24919,75.55519223268067,music
22548,75.55338203019913,lovin
41520,75.49149532315626,wx
15926,75.2867030622412,golf
15,75.11722304167374,00pm
24687,74.79653369591958,move
6369,74.6899675247141,bright
9471,74.55437904642177,counties
22443,74.46963540291544,lots
26872,74.19758520556485,other
1600,74.10139027834715,64
2994,74.0872449655517,also
7080,73.94459998992096,call
32735,73.67384014776422,shitty
21954,73.64796379909595,lil
40323,73.60811113184667,welcome
38269,73.45280386159709,turn
41568,73.41977034194464,x25
25213,73.4068208138288,nature
1589,73.2830234539607,63
20713,73.28290053320134,kids
40901,73.04382529473975,window
13150,72.88546510318723,excited
710,72.81623786086355,23
1728,72.78601889698336,74
27483,72.78376521743631,patio
10094,72.65831212021418,cuz
41729,72.58990143036544,yea
7068,72.5716477589716,california
26182,72.48322031189872,nyc
5706,72.30342841741322,blue
1565,72.30011294404275,61
17577,72.24235345264198,hi
10797,72.23774839781002,denver
13044,72.09351459783996,event
1784,71.98685887261485,79
13468,71.87881586282249,family
6044,71.82896654566417,boston
33994,71.8017204047773,sooo
2803,71.68359722585836,alert
32329,71.66984282875501,seriously
1629,71.62816732445246,66
22437,71.62433295561185,lot
8621,71.3689111812962,coffee
14681,71.29298309747708,free
4209,71.28818857763443,baby
10225,71.26958923669585,damage
1875,71.21106548731073,84
429,71.08403240937331,16
23516,70.9837027677807,mean
39759,70.9650632451207,walking
21901,70.95514821584685,light
17627,70.91008665074847,highs
5397,70.88146603124446,bitch
11219,70.68909881616264,dis
35133,70.51469732709252,strong
7123,70.48534253302616,came
22667,70.3717186457487,lunch
8552,70.13986298111334,co
14527,70.04030900117036,forward
27938,69.7249499918252,photo
40303,69.66262736676757,weird
16655,69.48028462065896,guys
15039,69.45129315371182,full
10218,69.32415009598594,dallas
447,69.17585910846653,17
739,69.12298001746852,24
1473,69.01134484016967,57
39387,68.79197347086593,victims
1695,68.44869424936572,71
27409,68.28786064403535,party
23959,68.158662034829,miles
23831,67.95134543085602,miami
11850,67.90884290055659,drive
1922,67.86515731692126,88
6255,67.69189450258791,break
41163,67.60001060317751,won
2671,67.55899882947458,aint
26479,67.2178718261946,old
3350,67.05762596669999,anyone
1910,66.93222985085781,87
8792,66.85815290326022,comes
18277,66.77481613544221,hum
15681,66.76806445465253,girl
1899,66.68482886120374,86
9497,66.61661065043285,course
17855,66.25747988173205,holy
11859,66.0794109521314,driving
34219,65.94026551904707,special
36110,65.88828287973284,taking
34683,65.6352557369776,starting
8737,65.51934866466961,colorado
23110,65.48231432911281,many
1637,65.38027295468163,67
25877,65.37076378235587,northeast
35879,65.28093532546885,sweet
33917,65.26034993193275,someone
34033,65.22371314103056,sorry
27004,65.1975373648644,overcast
1994,65.0950980787776,93
1495,65.04152767127522,59
4582,64.90695877207152,baseball
17219,64.79014354463813,headed
14367,64.75257419873485,food
663,64.49832946522659,21
1988,64.46851190106311,92
1775,64.37147514369659,78
38980,64.19763530995985,ur
23527,63.95936388884474,means
39934,63.837212576896306,wasn
7102,63.810389566211576,calm
26348,63.73009930219457,office
16637,63.709127191139864,gusting
10638,63.58155026946994,definitely
31833,63.4079484442431,scattered
37616,63.35271531312692,top
685,63.141633268066215,22
1979,62.75420428973056,91
38475,62.54924713525741,type
32884,62.412480727788235,shower
4161,62.27041175336095,az
37244,62.260887478752664,till
12352,62.02038863441434,effect
30917,61.9690385671786,river
19563,61.74816705027712,isolated
14660,61.724816206180144,freaking
26433,61.67122757199416,okay
34577,61.62659209911885,st
35163,61.59971224824235,stuck
13602,61.54033013024762,favorite
24076,61.49529481841714,minutes
28716,61.33081192455607,power
21574,61.220232822425935,leave
11808,61.1675708498018,dress
17709,61.103239185251454,his
6298,61.05590689020452,breeze
13922,60.897890498149636,find
1866,60.84019686564425,83
11482,60.79427758496739,dog
24157,60.78916617713271,missouri
21609,60.73880728277426,left
23883,60.66988574336321,middle
36927,60.567315451410295,thinking
23661,60.359208587697545,memphis
2329,59.98465692409812,across
30606,59.863461734887736,rest
38140,59.82729098473206,try
9625,59.74586805009057,crappy
18966,59.51849533462707,inches
25255,59.38565790567596,nc
4967,59.301541300910856,believe
24364,59.09417869350495,mom
4893,58.96708722607655,beer
33410,58.34137488605692,sleeping
14855,58.17580275976159,front
1809,58.13166855956467,7mph
23853,57.900702148359905,michigan
29013,57.74529527158132,probably
5634,57.691957659072436,blog
27566,57.53482742083828,pct
17308,57.49325143544569,heavy
15705,57.419598159128256,give
2210,57.18695729123728,absolutely
1929,56.9975411187308,89
41047,56.91492885077023,without
37765,56.90713498558353,town
38317,56.84256751047961,tv
7180,56.804316339106286,cancelled
496,56.738663035554715,19
35658,56.597734918151055,suppose
40903,56.55382805681266,windows
31681,56.38763738324447,sat
40612,56.355470203834294,which
7636,56.1785412374029,center
24695,56.07546381721798,movie
20432,56.050012293461684,kansas
19774,56.02696783490539,jacket
22218,55.99147562291962,local
38421,55.98939443986091,twitter
375,55.96485247674859,14
1483,55.55879206365104,58
7232,55.5177616118168,cant
41028,55.47569950737814,wit
38452,55.457615057804425,tx
1293,55.240777670362924,49
1281,55.09228800011949,48
28635,55.07732528259432,post
41889,55.04517017338107,yo
35003,55.032838323873044,stormy
16801,55.01996663282718,half
766,55.011555107600955,25
38025,54.999064251615465,trip
7062,54.95785378820535,cali
40696,54.931429765914274,whole
26576,54.8885914157008,once
13447,54.84155533718089,fall
3353,54.701147492330804,anything
36704,54.6847339905777,thats
32195,54.67083332938776,seen
28903,54.66359900046496,press
40277,54.5887492452152,weeks
1274,54.578162624009266,47
13215,54.355473150156584,expected
2030,54.27692778174849,98
29630,54.22086460486932,radar
31744,54.08240081016434,saw
39039,53.884165292579695,used
15893,53.80781091567312,goes
22053,53.75086935221841,listening
22817,53.66057741489813,mad
41420,53.334962762467974,wrong
23502,53.33373455951767,mdt
32193,53.323134018548224,seems
6304,53.11982269454713,breezy
24459,53.10366527922702,month
5452,53.00936471045543,black
9485,53.00484102199853,couple
30514,52.99606686111997,reports
13927,52.9568763078547,fine
13724,52.90155404115756,feet
2001,52.82600233125385,94
30411,52.761131289348924,remember
12504,52.24913779492537,else
15906,52.24899218780674,goin
34713,52.195289062140986,states
21503,52.12994871918677,lazy
34679,52.04293915150139,started
2742,52.01999887171106,alabama
2230,51.77712429967716,ac
2036,51.77085539081903,99
2590,51.71037080404056,ago
37096,51.56240307599493,thru
26392,51.50332269935823,ohio
2626,51.46761521785322,ahead
33200,51.38246391280698,sit
25172,51.35921428697475,nasty
14742,51.29123470566014,fresh
37795,51.14218212249295,track
38272,51.00199006770094,turned
8482,50.874223242950904,clothes
9262,50.795259265890984,cooler
981,50.784058904607186,30pm
13075,50.725906382743,everything
2809,50.71963830953403,alerts
10833,50.47658449706454,depressing
8323,50.41054940310595,class
33987,50.39311355092473,soo
27128,50.3746705245708,pa
27384,50.29559815506889,part
97,50.1967839603002,06
24125,50.15447872485628,missed
37280,50.081547263924364,times
25125,50.07623670127929,nap
14714,50.06668189520322,freezin
39495,49.936502241597694,visit
32260,49.84682405468681,send
2018,49.792631022819194,96
39036,49.660035259149716,use
29567,49.658926844009976,quite
17293,49.65840847258768,heatwave
29642,49.53686316372078,radio
12920,49.49117826393258,especially
35835,49.489691155097574,swear
13064,49.34987542518097,everybody
17670,49.34100672037661,him
41143,49.30301024980478,woke
26951,49.22139109592492,outlook
2479,49.09355576025071,advisories
31827,49.04891772864924,scary
36348,48.88369323273194,team
12405,48.82859337956763,either
18166,48.80326642545672,houston
17251,48.73562523360092,heard
11723,48.72078508867562,downtown
34706,48.65248015554078,statement
28350,48.631395579744535,plus
30156,48.57546313427881,red
15568,48.53413722754601,gettin
34207,48.460998508799186,spc
40024,48.308462281450865,wave
37585,48.253800073678036,took
13750,48.2527799815636,felt
39881,48.191939449082525,warnings
39925,47.96972931364538,washington
16631,47.93209710832802,gust
29605,47.745317322255204,race
28734,47.69995667075129,ppl
6866,47.66138597488891,busy
21398,47.55323056043536,lately
34746,47.49602977105933,stays
35185,47.42300277264446,stuff
40512,47.28338780967131,whats
29548,47.26503084585796,quiet
9615,47.24119372129843,crap
9451,47.19133900787946,couldn
34118,47.11681350211238,southern
25287,47.104315026925505,ne
31453,47.087212567943844,sad
14315,47.053311156420406,fog
16693,46.834877898154275,ha
4708,46.70168637676438,bbq
33455,46.59285824602616,slight
37479,46.55059139106473,together
30128,46.34139072919927,record
21722,46.26724407220911,less
9477,46.25181462987678,country
32362,46.23438895763135,set
2699,46.1837971917752,airport
4385,46.1276075853666,ball
41165,46.07749590260794,wonder
28911,45.98534910296498,pressure
36128,45.96242495812091,talk
27935,45.94723148421094,phone
11171,45.94523885099618,dinner
38343,45.94211524062086,tweet
24673,45.92720414033983,mountains
28219,45.90025419213596,plans
41313,45.89782957819243,worst
29900,45.85416897913194,rather
20276,45.82403309728989,june
37238,45.710179776275,til
14195,45.69346199466447,flooding
10480,45.5180289059434,de
33423,45.50080754380447,sleepy
27430,45.37424967971714,pass
27448,45.31535794866119,past
40650,45.315137160118894,white
18221,45.305063223489164,http
16319,45.29958572662603,green
13836,45.239080187622974,field
21943,45.04048424162528,likely
8486,45.00824123307517,cloud
3398,44.986843905297754,app
3729,44.878720178992744,ask
36162,44.86899751706096,tan
30054,44.83940525988613,reason
16931,44.72536425931115,happened
10300,44.716150512788296,dang
5374,44.683181219767896,birthday
25015,44.49434224197709,myself
14782,44.48448916240091,friend
17821,44.42008582827945,holds
14340,44.368113362370735,follow
20298,44.362229578406,jus
26158,44.29053387728439,nw
19576,44.20215157192473,issues
13358,43.94151710652168,face
2023,43.87159299342718,97
18034,43.78886051883141,horrible
28589,43.78045639055785,portland
31805,43.675718740838796,scared
3978,43.64138871253606,austin
1260,43.556590834065915,45pm
8463,43.49793620923838,close
9180,43.43257487954376,continues
32412,43.37503154209848,sex
28154,43.361620438582875,pittsburgh
28785,43.22412461391976,praying
18251,43.10777323847018,huge
33995,43.09974180231925,soooo
39069,43.07006305999286,utah
25629,43.06937533122287,nigga
36133,42.99279286566901,talking
38802,42.965426754505096,united
1066,42.95922127684129,35
5147,42.85244400027538,between
21998,42.85243513290448,line
1265,42.815365024886376,46
1693,42.810685313497586,70s
30893,42.763714646975735,risk
32183,42.71489015145847,seeing
17138,42.70460869468583,haven
8011,42.70022859412744,childhoodmemories
11840,42.59051058054084,drinking
20563,42.588297702090905,keeps
15314,42.55060054160904,garden
4408,42.43778146696624,balls
36508,42.33451261851924,temps
31201,42.21047065282765,round
121,42.198618856450125,08
11103,42.18566251069316,diego
13480,42.16149966185764,fan
21474,42.07551512464536,lay
25330,42.01183852848619,needed
30824,41.91373269299087,riding
11804,41.8996655922572,dreary
40995,41.8018384538331,wisconsin
9523,41.750454693121526,coverage
7333,41.65034593919826,care
30961,41.6244490938711,road
27958,41.54084419957269,photos
5987,41.53792496498293,boots
15692,41.448635649015756,girls
35021,41.44838927171552,straight
32702,41.39769758577752,shirt
5906,41.39318180866963,boo
5112,41.33471850563959,bet
35304,41.224149563938575,suck
39177,41.15590497500117,valley
20095,41.08842218102457,job
10072,40.95886494326487,cut
425,40.938016812607486,15pm
8022,40.8940738458166,chill
29747,40.80348394950557,rains
21401,40.71338734287299,latest
10919,40.69442328393926,despite
8668,40.58787411292814,colder
31758,40.5017482869673,saying
19923,40.474384488186594,jealous
39721,40.426831561535735,wake
21043,40.37239723737833,ks
15324,40.360978400457675,gardner
40879,40.32954888068266,win
786,40.29049800317789,26
3854,40.28800948428749,atlanta
22121,40.24372639401284,living
34690,40.181169752389756,starts
11836,40.14680035856809,drink
32785,40.10297633929543,shoot
24133,40.09436057539696,missing
31013,39.99677836730271,rock
25879,39.95324975355968,northern
9957,39.910782979474135,cuddling
33747,39.88567765327659,snowy
18549,39.85862723529923,idea
28404,39.728520676737936,point
3471,39.64860304100025,april
25862,39.6362054711222,normal
26927,39.62438829901033,outdoor
28202,39.606618083577594,plan
5509,39.53233196768363,blame
33801,39.420287858144285,soccer
34267,39.39780365015699,spend
39217,39.21925031967676,variable
81,39.17729124871966,04
41665,39.138923741511825,yall
13067,39.11235346349355,everyday
5927,39.00778934668334,book
6138,38.894322376119945,boy
11975,38.83137843148999,dude
35915,38.75899211979746,swimming
39821,38.75458265224173,wanted
25164,38.740491606499525,nashville
22625,38.70338562921748,luck
16466,38.69543100008606,ground
35840,38.6775464991488,sweat
804,38.669394872089875,27
14063,38.647889748800246,fl
14457,38.637259649316704,forget
12210,38.5367669581626,eat
4099,38.52911217609077,awful
33965,38.5046293809138,song
13210,38.49161775529405,expect
8414,38.46446382816967,climate
21369,38.38166962242494,las
6405,38.37686776425117,brings
39828,38.366128098067946,wants
17258,38.34981812971833,heart
13565,38.335741414097456,fast
21481,38.33438563092053,laying
17378,38.30726293522193,hella
28771,38.16546904099563,pray
24462,38.01498177994084,months
31,37.996513074360706,02
41317,37.95178000193768,worth
40236,37.864096040079744,wedding
30821,37.80093520527991,ridiculous
3575,37.754290283032866,arizona
19260,37.74099086737107,instead
37054,37.724945823102516,three
1150,37.659509647348585,3mph
105,37.57685329164348,07
38102,37.56924752913599,true
36645,37.54323817520685,tha
16668,37.501824583263414,gym
135,37.49970298590921,09
38918,37.49714827687368,updates
10465,37.467166554831245,dc
29803,37.42086876697333,ran
7841,37.394344052178596,chasing
29979,37.32663635166695,reading
41308,37.31356813119189,worse
13497,37.29948719625421,fantastic
24381,37.264953436674816,mon
14336,37.230764559195194,folks
13812,37.22263100023999,fforecast
28746,37.21848470816547,practice
12194,37.2075697348961,eastern
21360,37.16381718130757,large
1563,37.114330802691015,60s
27294,37.091608034343956,pants
57,37.078797436618665,03
